"Country or Area","Year","Unit","Value","Value Footnotes"
"Venezuela (Bolivarian Republic of)","2011","Thousand metric tons","2100",""
"Venezuela (Bolivarian Republic of)","2010","Thousand metric tons","2730",""
"Venezuela (Bolivarian Republic of)","2009","Thousand metric tons","3282",""
"Venezuela (Bolivarian Republic of)","2008","Thousand metric tons","4922",""
"Venezuela (Bolivarian Republic of)","2007","Thousand metric tons","6097",""
"Venezuela (Bolivarian Republic of)","2006","Thousand metric tons","7871",""
"Venezuela (Bolivarian Republic of)","2005","Thousand metric tons","7195",""
"Venezuela (Bolivarian Republic of)","2004","Thousand metric tons","6748",""
"Venezuela (Bolivarian Republic of)","2003","Thousand metric tons","6807",""
"Venezuela (Bolivarian Republic of)","2002","Thousand metric tons","7369",""
"Venezuela (Bolivarian Republic of)","2001","Thousand metric tons","7585",""
"Venezuela (Bolivarian Republic of)","2000","Thousand metric tons","7885",""
"Venezuela (Bolivarian Republic of)","1999","Thousand metric tons","6979",""
"Venezuela (Bolivarian Republic of)","1998","Thousand metric tons","7456",""
"Venezuela (Bolivarian Republic of)","1997","Thousand metric tons","5146",""
"Venezuela (Bolivarian Republic of)","1996","Thousand metric tons","3639",""
"Venezuela (Bolivarian Republic of)","1995","Thousand metric tons","4064",""
"Viet Nam","2016","Thousand metric tons","38527",""
"Viet Nam","2015","Thousand metric tons","41664",""
"Viet Nam","2014","Thousand metric tons","41086",""
"Viet Nam","2013","Thousand metric tons","39655",""
"Viet Nam","2012","Thousand metric tons","40512",""
"Viet Nam","2011","Thousand metric tons","44984",""
"Viet Nam","2010","Thousand metric tons","43940",""
"Viet Nam","2009","Thousand metric tons","43715",""
"Viet Nam","2008","Thousand metric tons","39777",""
"Viet Nam","2007","Thousand metric tons","42483",""
"Viet Nam","2006","Thousand metric tons","38778",""
"Viet Nam","2005","Thousand metric tons","34093",""
"Viet Nam","2004","Thousand metric tons","27349",""
"Viet Nam","2003","Thousand metric tons","19314",""
"Viet Nam","2002","Thousand metric tons","16409",""
"Viet Nam","2001","Thousand metric tons","13397",""
"Viet Nam","2000","Thousand metric tons","11609",""
"Viet Nam","1999","Thousand metric tons","9629",""
"Viet Nam","1998","Thousand metric tons","11672",""
"Viet Nam","1997","Thousand metric tons","11388",""
"Viet Nam","1996","Thousand metric tons","9823",""
"Viet Nam","1995","Thousand metric tons","8350",""
"Zambia","2016","Thousand metric tons","328",""
"Zambia","2015","Thousand metric tons","159",""
"Zambia","2014","Thousand metric tons","159",""
"Zambia","2013","Thousand metric tons","176.1",""
"Zambia","2012","Thousand metric tons","51.4",""
"Zambia","2011","Thousand metric tons","0",""
"Zambia","2010","Thousand metric tons","0",""
"Zambia","2009","Thousand metric tons","56",""
"Zambia","2008","Thousand metric tons","3.5",""
"Zambia","2007","Thousand metric tons","14",""
"Zambia","2006","Thousand metric tons","65",""
"Zambia","2005","Thousand metric tons","149",""
"Zambia","2004","Thousand metric tons","102",""
"Zambia","2003","Thousand metric tons","76",""
"Zambia","2002","Thousand metric tons","84",""
"Zambia","2001","Thousand metric tons","113",""
"Zambia","2000","Thousand metric tons","170",""
"Zambia","1999","Thousand metric tons","189",""
"Zambia","1998","Thousand metric tons","194",""
"Zambia","1997","Thousand metric tons","79","2"
"Zambia","1996","Thousand metric tons","128","2"
"Zambia","1995","Thousand metric tons","152","2"
"Zimbabwe","2016","Thousand metric tons","1635.82",""
"Zimbabwe","2015","Thousand metric tons","4360",""
"Zimbabwe","2014","Thousand metric tons","5802.6",""
"Zimbabwe","2013","Thousand metric tons","3181.19",""
"Zimbabwe","2012","Thousand metric tons","1652.59",""
"Zimbabwe","2011","Thousand metric tons","2603.1",""
"Zimbabwe","2010","Thousand metric tons","2522.31",""
"Zimbabwe","2009","Thousand metric tons","1667.3",""
"Zimbabwe","2008","Thousand metric tons","2539",""
"Zimbabwe","2007","Thousand metric tons","3370",""
"Zimbabwe","2006","Thousand metric tons","3497",""
"Zimbabwe","2005","Thousand metric tons","3622",""
"Zimbabwe","2004","Thousand metric tons","3241",""
"Zimbabwe","2003","Thousand metric tons","3550",""
"Zimbabwe","2002","Thousand metric tons","3962",""
"Zimbabwe","2001","Thousand metric tons","4145",""
"Zimbabwe","2000","Thousand metric tons","4400",""
"Zimbabwe","1999","Thousand metric tons","4626",""
"Zimbabwe","1998","Thousand metric tons","4163",""
"Zimbabwe","1997","Thousand metric tons","4005",""
"Zimbabwe","1996","Thousand metric tons","4411",""
"Zimbabwe","1995","Thousand metric tons","4643",""

"fnSeqID","Footnote"
"1","Twelve months beginning 21 March of year stated."
"2","Provisional or estimated figure."
"3","Twelve months ending 30 June of year stated."
"4","Twelve months beginning 1 April of year stated."
"5","Twelve months beginning 1 July of year stated."
"6","Including Jersey and Guernsey."
