,series_id,name,iso,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,INTL.26-4-DJI-BCF.A,"Dry natural gas exports, Djibouti, Annual",DJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-DMA-BCF.A,"Dry natural gas exports, Dominica, Annual",DMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-DNK-BCF.A,"Dry natural gas exports, Denmark, Annual",DNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,50,55,57,60,59,68,105,95,96,107,119,116,101,145,197,185,160,195,141,125,110,105,79,74,77,75,79,54,47,60,
0,INTL.26-4-DOM-BCF.A,"Dry natural gas exports, Dominican Republic, Annual",DOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.1,1,,
0,INTL.26-4-BOL-BCF.A,"Dry natural gas exports, Bolivia, Annual",BOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,78,78,73,70,70,72,65,76,55,73,136,169,176,279,362,381,409,416,346,411,470,520,604,629,622,571,546,497,417,,
0,INTL.26-4-BRA-BCF.A,"Dry natural gas exports, Brazil, Annual",BRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,11,1.3,3.2,(s),18,4.8,2.8,0,,
0,INTL.26-4-BRB-BCF.A,"Dry natural gas exports, Barbados, Annual",BRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BRN-BCF.A,"Dry natural gas exports, Brunei, Annual",BRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,247,251,264,273,296,298,293,288,297,310,318,324,341,335,323,346,330,325,311,312,333,314,326,276,301,283,292,289,291,275,
0,INTL.26-4-BTN-BCF.A,"Dry natural gas exports, Bhutan, Annual",BTN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-BWA-BCF.A,"Dry natural gas exports, Botswana, Annual",BWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CAF-BCF.A,"Dry natural gas exports, Central African Republic, Annual",CAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CAN-BCF.A,"Dry natural gas exports, Canada, Annual",CAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437,1684,2045,2225,2522,2795,2829,2889,3149,3359,3576,3822,3804,3583,3717,3753,3606,3844,3672,3257,3376,3274,3118,2912,2754,2764,2918,2965,2811,2687,,
0,INTL.26-4-NLD-BCF.A,"Dry natural gas exports, Netherlands, Annual",NLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273,1431,1516,1551,1436,1436,1723,1499,1372,1345,1462,1749,1854,1698,1890,1842,1930,1966,2180,1964,2102,1972,2133,2363,2075,1800,1952,1810,1752,1512,,
0,INTL.26-4-NLDA-BCF.A,"Dry natural gas exports, Netherlands Antilles, Annual",NLDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-NOR-BCF.A,"Dry natural gas exports, Norway, Annual",NOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896,891,908,877,948,975,1343,1494,1504,1606,1727,1783,2222,2481,2666,2885,2974,3012,3380,3433,3562,3415,3898,3659,3636,3954,3952,4244,4133,3890,3791,
0,INTL.26-4-NPL-BCF.A,"Dry natural gas exports, Nepal, Annual",NPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-NRU-BCF.A,"Dry natural gas exports, Nauru, Annual",NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-NZL-BCF.A,"Dry natural gas exports, New Zealand, Annual",NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-LTU-BCF.A,"Dry natural gas exports, Lithuania, Annual",LTU,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,
0,INTL.26-4-LUX-BCF.A,"Dry natural gas exports, Luxembourg, Annual",LUX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-LVA-BCF.A,"Dry natural gas exports, Latvia, Annual",LVA,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MAC-BCF.A,"Dry natural gas exports, Macau, Annual",MAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MAR-BCF.A,"Dry natural gas exports, Morocco, Annual",MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MDA-BCF.A,"Dry natural gas exports, Moldova, Annual",MDA,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MDG-BCF.A,"Dry natural gas exports, Madagascar, Annual",MDG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MDV-BCF.A,"Dry natural gas exports, Maldives, Annual",MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MEX-BCF.A,"Dry natural gas exports, Mexico, Annual",MEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.7,7,7.8,13,13,12,50,8.6,9.1,1.6,0,0,8.7,12,51,46,29,32,2.9,0.4,1.4,1.8,1.1,0.9,1.3,3.3,1.9,,
0,INTL.26-4-MKD-BCF.A,"Dry natural gas exports, North Macedonia, Annual",MKD,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MLI-BCF.A,"Dry natural gas exports, Mali, Annual",MLI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-WSM-BCF.A,"Dry natural gas exports, Samoa, Annual",WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-XKS-BCF.A,"Dry natural gas exports, Kosovo, Annual",XKS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-YEM-BCF.A,"Dry natural gas exports, Yemen, Annual",YEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,187,309,241,329,311,67,0,0,0,0,0,
0,INTL.26-4-YUG-BCF.A,"Dry natural gas exports, Former Yugoslavia, Annual",YUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,INTL.26-4-ZAF-BCF.A,"Dry natural gas exports, South Africa, Annual",ZAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ZMB-BCF.A,"Dry natural gas exports, Zambia, Annual",ZMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-ZWE-BCF.A,"Dry natural gas exports, Zimbabwe, Annual",ZWE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-OMN-BCF.A,"Dry natural gas exports, Oman, Annual",OMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3.5,18,18,18,16,16,100,269,299,332,371,375,457,465,385,408,406,386,384,398,363,353,376,394,463,487,,
0,INTL.26-4-PAK-BCF.A,"Dry natural gas exports, Pakistan, Annual",PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-PAN-BCF.A,"Dry natural gas exports, Panama, Annual",PAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CHE-BCF.A,"Dry natural gas exports, Switzerland, Annual",CHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-CHL-BCF.A,"Dry natural gas exports, Chile, Annual",CHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9.8,5.6,0,,
0,INTL.26-4-MLT-BCF.A,"Dry natural gas exports, Malta, Annual",MLT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MMR-BCF.A,"Dry natural gas exports, Burma, Annual",MMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3.2,55,178,219,250,266,313,317,332,302,293,311,303,299,307,413,491,522,497,463,501,,
0,INTL.26-4-MNE-BCF.A,"Dry natural gas exports, Montenegro, Annual",MNE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,INTL.26-4-MNG-BCF.A,"Dry natural gas exports, Mongolia, Annual",MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
