,Region,Sub-region,Year,Biofuels and waste Exports,Biofuels and waste Final consumption,Biofuels and waste Imports,Biofuels and waste Primary production,Biofuels and waste Total energy supply,Biofuels and waste Transformation,Coal Exports,Coal Final consumption,Coal Imports,Coal Losses,Coal Primary production,Coal Total energy supply,Coal Transformation,Electricity and heat Exports,Electricity and heat Final consumption,Electricity and heat Imports,Electricity and heat Losses,Electricity and heat Primary production,Electricity and heat Total energy supply,Electricity and heat Transformation,Natural Gas Exports,Natural Gas Final consumption,Natural Gas Imports,Natural Gas Losses,Natural Gas Primary production,Natural Gas Total energy supply,Natural Gas Transformation,Oil Exports,Oil Final consumption,Oil Imports,Oil Primary production,Oil Total energy supply,Oil Transformation,Oil Losses,Nuclear Primary production,Nuclear Total energy supply,Nuclear Transformation,Biofuels and waste Losses
222,Asia,Southern Asia,2004,-118.61682,7081329.16309852,64.592865,7477862.40796609,7477808.38401109,-396850.56473916,-33978.3636,2355068.139764,909791.2134252,0.0,7618707.845006,8441153.6628592,-6091771.69646,-13003.2,2183871.276,16077.6,-845688.96,485447.8068,488522.2068,2959303.1199984,-124323.3011088,3056670.2982969,207422.0988345,-42598.6276923,5635947.0045447,5718768.6022704,-2207519.6832,-7271889.2375,7963885.56115749,5670167.0954,11297944.0495,9464979.5837,-897719.620650396,0.0,213904.8,213904.8,-213904.8,0.0
223,Asia,Southern Asia,2005,-148.11682,7230373.91373826,112.115895,7636676.17738847,7636640.17646347,-406357.273210865,-44065.0626,2740297.8568016,1227687.8246,0.0,8092279.261728,9080824.741364,-6324366.87852,-18028.8,2557135.836,15948.36,-862037.64,595263.3696,593182.9296,3043974.439998,-166287.9915,3204564.80355,181775.4264,-58902.67476,6189434.2341,6204830.3739,-2276386.6149,-6942353.3783216,7702742.54991758,6002528.2371733,10867563.15604,9582423.0580073,-1052217.77743071,-40.4,214034.4,214034.4,-214034.4,0.0
224,Asia,Southern Asia,2006,-89.509625,7349358.94062634,25.56699,7786539.71324118,7786475.77060618,-437627.0061874,-34648.581,3132095.941588,1440615.2538,0.0,8522010.42278,9734196.278264,-6572824.10936,-24163.2,2819169.756,23771.16,-882629.1,675195.3108,674803.2708,3253194.8799984,-201125.9403,3584684.73186,219949.6707,-67972.42341,6628432.6404,6647124.5001,-2268102.9924,-7592862.3276319,8251191.12030178,6915375.103209,11049131.5142,10093857.0458615,-1104834.15509856,0.0,227772.0,227772.0,-227772.0,0.0
225,Asia,Southern Asia,2007,-246.670545,7420411.38806508,111.76229,7911538.05326974,7911441.49501474,-474908.67891542,-35779.7348,3446160.8574484,1660247.78912,0.0,9065141.22964,10652067.032352,-7168101.867672,-29876.4,3045979.152,30557.88,-897566.364,696893.2524,697574.7324,3494643.280002,-197403.3369,4104564.51105,216648.4941,-44351.1522,7017859.0773,7026397.2621,-2345888.9628,-7919220.0162784,9229833.65369853,7621070.1912458,11089612.6164859,10501232.9104452,-1055453.55151864,-83.4,216367.2,216367.2,-216367.2,0.0
226,Asia,Southern Asia,2008,-946.115545,7494621.43354696,246.90232,7976493.77760581,7975794.56438081,-481821.751559165,-72048.0628,4189498.546224,1797093.59904,0.0,9714764.068488,11431979.355168,-7110607.786336,-35486.64,3267677.016,32463.72,-803852.46,633816.3852,630793.4652,3700104.7199976,-165550.4946,4594124.02491,248079.9096,-27095.3883,7385929.8903,7468154.6796,-2574667.5606,-7620873.092414,9428756.46706541,7887095.7469958,10927073.02057,10870003.196895,-1545856.44967164,-331.1216396,176374.8,176374.8,-176374.8,0.0
227,Asia,Southern Asia,2009,-898.945045,7488799.77817456,267.175935,8019631.00482051,8018999.23571051,-530699.6773968,-51977.8868,4477846.700264,2179022.759696,0.0,10500411.339288,12316720.349236,-7790365.44436,-43554.24,3505989.672,33449.4,-866787.336,633046.8348,622941.9948,3955808.5599996,-238281.7365,5168531.0403,203303.3121,-54850.7961,8351597.8395,8323231.6764,-2909235.222,-7791538.4060101,9915173.78046177,8686300.3544587,10801885.6411717,11527572.5553122,-1210974.41269171,-130.9,232524.0,232524.0,-232524.0,0.0
228,Asia,Southern Asia,2010,-940.726425,7625432.45828632,400.97197,8232016.68247744,8231476.92802244,-606576.50614574,-110653.6554,4141261.083234,2054705.031554,0.0,10575688.574,12382721.827234,-7001783.084,-45322.2,3631382.244,41309.5356,-725984.604,693005.2344,688992.57,4150097.0000028,-298159.461,5230720.20888,315964.7433,-82310.6376,8744694.9948,8786419.0875,-3063186.9513,-8476853.5450613,9307219.36762673,9191506.5415647,11060135.6917618,11180860.3876236,-1280604.95594935,-173.9,320608.8,320608.8,-320608.8,0.0
229,Asia,Southern Asia,2011,-932.782375,7600243.89538508,101.97711,8261641.1291141,8260810.3238491,-661421.490598535,-69061.9212,3825688.9798316,2988251.806018,0.0,10794449.14556,13699438.964558,-8261674.99770999,-50182.2,3939474.6,57128.04,-876821.544,665582.1444,672527.9844,4287648.1600008,-332751.5775,5970539.6505,414789.3279,-46419.4962,8868866.256,8974372.4064,-2681156.6505,-8642705.0407296,9418906.16003428,9332290.7998814,11020626.8872226,11170147.7326738,-980019.842713641,-72.6804099,409093.2,409093.2,-409093.2,0.0
230,Asia,Southern Asia,2012,-907.890075,7770333.99774856,309.13586,8439917.39148767,8439318.63727267,-669809.46318523,-101255.4464,3833879.33258,4118068.94737,0.0,11115941.52941,15345975.13158,-8954017.229172,-57445.2,4035596.688,47969.1,-889287.372,720959.8608,711483.7608,4527762.5999988,-327097.4346,5856389.0505,163864.7874,-60462.3474,8854735.8321,8718863.1849,-2575091.9376,-6259981.381719,9865643.01366878,9950462.82110901,8795492.4205018,12035328.3841719,-1308016.40409308,-72.6804099,424126.8,424126.8,-424126.8,0.0
231,Asia,Southern Asia,2013,-26.083257835,8000797.91694265,247.541750825,8688953.42346043,8689509.24888342,-688713.277574686,-57624.3736,5892406.59532,4697659.1127,0.0,10178386.56088,14934222.22882,-8973518.674964,-61972.524,4471550.46,50504.22,-1023695.316,877576.9608,866108.6568,5002298.2095984,-325973.6298,5918901.89985,835404.1497,-80767.9395,8714526.67845,9222442.49835,-2578325.4189,-6144175.4481402,9883831.00006966,10139176.7296767,8780438.5669965,12338502.88555,-1666775.59791065,-18.1700919,467931.6,467931.6,-467931.6,0.0
232,Asia,Southern Asia,2014,-89.954368165,8154935.66039137,1380.84106989,8874078.38188845,8875893.59918017,-720954.850194441,-38217.9882,7056249.94304,5922045.2754,0.0,10833939.71048,16795864.95976,-9471870.00212,-69274.8,4769723.196,58894.92,-1043738.028,811789.9272,801410.0472,5570295.336,-340505.83062,6033800.72421,814736.80062,-94572.6804,9341997.198345,9843505.368345,-2878565.634,-5962161.9388822,10435232.485963,10326479.4532485,8928760.4297102,12916172.9605403,-1504713.59595245,-90.8505018,493171.2,493171.2,-493171.2,0.0
233,Asia,Southern Asia,2015,-113.12570248,8300691.72903815,365.38322566,8979478.13404782,8980456.268971,-679774.704986451,-41903.1734,7464165.8756,5760223.718,0.0,11248505.274,16867582.50032,-10263105.61808,-63706.032,5136094.548,69151.4743536,-1083825.828,813110.6952,818556.1375536,5777198.64,-318398.48307,6285900.7801107,1060418.6163,-95795.2962,9664394.8965039,10412072.4297339,-3451918.2349383,-6248263.0122876,12004281.8551623,11740405.896181,8863017.2196042,13873623.3320506,-656450.137577366,-18.1700919,498225.6,498225.6,-498225.6,0.0
234,Asia,Southern Asia,2016,-235.572688505,8437145.21278139,437.338014025,9289501.19309482,9290614.16622034,-853488.77353337,-55459.711,7466034.45561,5535229.4458,0.0,11450259.5926,17136968.7998,-9801775.717896,-68990.868,5352447.636,76088.376,-1118387.16,871963.7112,879061.2192,6092284.986,-321208.2,6515043.659217,991485.9,-97916.238,10305229.3745895,10988486.9105895,-3600134.3710467,-9086749.9911013,12485949.0215705,12584886.84498,11049031.6,14290689.5930234,-705156.952427897,0.0,530690.4,530690.4,-530690.4,0.0
235,Asia,Southern Asia,2017,-238.0002722,8610911.78626623,449.824254335,9635959.89193612,9637019.60249825,-996612.386795641,-59123.0698,7649757.9793,6233956.6339,-1467.0,11500458.9176,17916955.9497,-10686896.752,-75884.364,5682977.2528,79619.832,-1170704.736,930783.3912,934518.8592,6357596.976,-468502.2,6612111.08555526,1047266.1,-103338.9,10879574.1540696,11476308.0440106,-4058951.71914,-9242682.8339,13674898.9070444,13556341.6961,11341646.3578,15293219.8298,-682744.850820399,0.0,569451.6,569451.6,-569451.6,0.0
236,Asia,Southern Asia,2018,-48.415548465,8829190.24193671,371.969911375,9828956.99396081,9830393.30293371,-1001203.26107591,-62464.8408,7186585.8958,7090742.2598,-1562.0,12314935.0124,19255623.4074,-11120625.9396,-69856.56,5857267.8744,73958.162184,-1190148.192,1104895.152,1108996.754184,6359364.3672,-550430.1,6807095.4857562,1326540.186,-67403.4498,11227381.8451587,12016711.984518,-3870130.80798,-8479912.3668,13822114.0123,13150279.9698,10675270.2982,14947393.0662,-162854.586,0.0,595900.8,595900.8,-595900.8,0.0
237,Asia,Southern Asia,2019,-29.65321791,8870914.39419522,300.639132,9878032.65236646,9879838.79176055,-1008924.91760657,-56238.869,7281838.719717,7446416.13464,-1301.053,12268045.638844,20030749.892384,-10622712.52694,-79593.4368,6391728.0108,83197.6505244,-1193376.9924,1271805.9948,1275410.2085244,6485236.0344,-540314.5248,7181050.04613,1677371.5845,-94513.5099,11368828.26693,12505885.32663,-3955161.8502,-5924872.3551,13235300.6278,13201234.1411,8080829.2671,14915902.6064,-451531.264599996,0.0,677740.824,677740.824,-677740.824,0.0
238,Asia,Western Asia,1990,-69.3335,309496.55680526,1137.023996125,312743.79773049,313811.488226615,-1300.504114615,-560.0,293277.2653066,282045.2658454,-692.0,518794.9501613,807099.4515935,-492957.8916055,-4906.8,745065.0,3650.4,-76494.8,129715.4,128459.0,800150.4,-144217.8,1147442.4,184275.0,-17.1,3119508.9,3159531.9,-1167005.7,-26842056.5192341,3805946.61468329,2400447.5024195,30454673.054,4900899.97218537,-844167.878828,0.0,0.0,0.0,0.0,0.0
239,Asia,Western Asia,1991,-69.3335,310290.48641028,1125.223996125,313430.28941021,314486.179906335,-4155.702594095,0.0,314713.2218529,302194.07926,-660.0,489588.4401224,848969.2207614,-506870.3152768,-4500.0,746774.4,5828.4,-80889.6,129843.6,131172.0,777812.4,-125242.2,1197139.5,139086.9,-34.2,3534408.0,3548218.5,-1155411.0,-25263478.7430809,4109854.41468329,2161212.12695996,29042890.818,5678208.95187903,-931527.834228003,0.0,0.0,0.0,0.0,0.0
240,Asia,Western Asia,1992,-81.598685,338367.53155051,1214.147605,341639.38334285,342771.93226285,-4392.920306865,0.0,293561.6211951,326856.4203516,-617.0,513202.8971141,865636.6835094,-547268.29179,-8557.2,935881.2,12600.0,-119398.0,188071.6,192114.4,977637.6,-153626.4,1461039.3,559641.6,-3652.2,4085813.7,4491793.8,-1398539.7,-27416091.6430809,4690193.8339133,2608539.29850043,32421488.642,7087521.7974195,-1638832.689478,-3807.0,0.0,0.0,0.0,0.0
241,Asia,Western Asia,1993,-20.707,350658.644674135,863.80345,354567.500868945,355410.597318945,-4747.74294536,0.0,272169.5053642,320050.7093896,-444.0,492177.50023,827219.493529,-534899.7296715,-5108.4,1021296.4,8679.6,-131877.6,225837.0,229408.2,1031770.0,-135288.0,1744262.1,423693.0,-3109.5,4484556.9,4772824.2,-1450700.1,-29168675.1669278,5040106.67776012,2699363.5020409,34391437.724,7779647.03911314,-1975475.884628,-4145.4,0.0,0.0,0.0,0.0
242,Asia,Western Asia,1994,-23.067,321387.538212125,1187.11915,323740.224763965,324904.276913965,-4845.268942185,0.0,218589.2758493,333117.3217877,-490.0,509009.2398794,834588.9322516,-598343.4303336,-5706.0,1143603.6,7358.4,-140742.8,216102.6,217755.0,1177072.0,-145739.7,1894574.7,384577.2,-4515.3,4716739.8,4954922.1,-1480959.9,-29639158.3669278,5025669.49303312,2592618.59858137,34903293.372,7703626.88565361,-2131213.461224,-3807.0,0.0,0.0,0.0,0.0
243,Asia,Western Asia,1995,-17.167,323383.001638135,1466.695005,337182.46082041,338631.98882541,-15203.865396585,-56.0,249733.5296604,377213.0512261,-399.0,508311.6045915,874479.3839252,-609004.1249858,-7596.0,1172589.2,9399.6,-151523.2,225025.4,226829.0,1214604.6,-231458.4,1847352.6,335759.4,-18371.7,4048961.4,4152090.6,-1524911.4,-29067384.5669278,4925775.38841876,2814893.86712185,34133431.402,7428396.60419409,-1976260.382824,-4060.8,3283.2,3283.2,-3283.2,0.0
244,Asia,Western Asia,1996,-17.167,337086.314046565,904.832455,348387.259518395,349274.924973395,-12159.80632755,-28.2,314197.3487764,451872.0881136,-952.0,515453.5161719,1003245.3719464,-669744.6737491,-7308.0,1240185.08,11039.4,-161886.0,247826.0,251557.4,1267022.6,-257038.2,2053901.7,367809.3,-18829.8,4295430.9,4405133.7,-1647597.6,-29700388.9,4825776.19034846,3271623.197,34356360.668,7201224.385,-1867911.87472601,-5710.5,25099.2,25099.2,-25099.2,0.0
245,Asia,Western Asia,1997,-41.1007,330216.810133505,1047.605205,340125.605041755,341132.109546755,-10899.83947173,-77.2023072,352597.3736966,549131.4801968,-205.0,550624.3035868,1114651.7706508,-744062.6454224,-8341.2,1281429.0,20030.4,-173544.8,250696.4,262385.6,1341992.4,-375909.3,2041121.7,440060.4,-17636.4,4564438.2,4626850.5,-1773020.7,-31831481.2,4898969.10371278,3025143.66,36365751.446,6724383.124,-1730523.53092599,-2538.0,17280.0,17280.0,-17280.0,0.0
246,Asia,Western Asia,1998,-26.29785,331694.653637245,2569.341455,336289.27856478,338832.32216978,-7085.97864346,-248.5011536,351884.5271144,584004.6653409,0.0,585518.4876358,1168465.2270497,-803214.1822086,-12751.2,1394972.12,27370.8,-196573.8,266635.0,281254.6,1444978.4,-414882.0,2050987.5,453829.5,-17144.1,4618134.9,4655785.5,-1838050.2,-34627170.9,5053417.70020686,3132715.846,39112176.56,6816722.154,-1777479.528353,-4949.1,17161.2,17161.2,-17161.2,0.0
247,Asia,Western Asia,1999,-17.2006,322509.92662247,2048.7803,327544.899323465,329576.479023465,-7083.90929751,-700.0,283588.3799918,534370.5122,-98.0,557956.4572662,1082758.8582663,-788970.346911,-12729.6,1453837.84,26064.0,-201839.6,238095.0,251429.4,1552437.4,-655702.62174,2025152.6135463,506916.89928,-20816.1,4927613.07591,4778993.85345,-1953282.40911,-33891578.29187,5058223.68467243,3164967.521,38383846.07905,6979980.10618,-1923233.671688,-4991.4,22442.4,22442.4,-22442.4,0.0
248,Asia,Western Asia,2000,-5.20695,310310.5084936,1851.68465,314429.961136625,316276.438836625,-5925.70405851,-1397.5011536,403802.3522231,653056.6369982,-613.0,524050.6831516,1222005.7227663,-795188.5685463,-13590.0,1542783.68,34730.64,-232134.4,228474.8,249615.44,1688551.8,-894399.25392,1983098.69811,598641.3,-17830.8,5477099.43834,5185035.98442,-2237736.59973,-34520153.37148,5381653.91560487,3242921.274,40377833.13043,8359918.52295,-2167416.96470799,-4991.4,21654.0,21654.0,-21654.0,0.0
249,Asia,Western Asia,2001,-32.182,301167.111413685,2690.60085,304734.122043435,307392.540893435,-6197.67211009,-1282.0023072,259662.3811532,546948.3284464,0.0,515324.5574416,1089464.8240804,-825401.8650782,-14500.8,1605196.38,39442.32,-218595.0,206816.5,231758.02,1771494.2,-1081621.8009,1733201.10135,747269.1,-19899.9,5455305.90513,5118609.60423,-2558332.80009,-33447007.25185,5608374.85,3200398.187,39488426.64167,8526942.68682001,-2400350.26099999,-4018.5,21459.6,21459.6,-21459.6,0.0
250,Asia,Western Asia,2002,-13.3371,292561.04807245,1330.94882,296908.2531796,298262.4048996,-5602.679154275,-448.2,363771.1318716,691467.4863916,-914.0,477035.5659575,1156505.4418689,-771021.7588068,-15328.8,1708726.28,36421.2,-235129.9,254087.1,275179.5,1844395.88,-1167558.30081,2029321.79568,798421.5,-27019.8,5981897.49192,5612303.49111,-2741421.59874,-31552876.66519,5992091.43,3323024.36,37568666.22138,8395184.07619001,-2424227.76840001,-4864.5,24645.6,24645.6,-24645.6,0.0
251,Asia,Western Asia,2003,-19.5489,285427.4825817,1874.514581575,288946.53615201,290746.691833585,-5285.156670115,-712.2295412,423791.6904655,786240.111496,-2921.0,452591.3568461,1231997.8331351,-789957.5744986,-14122.8,1816137.02,29734.56,-226944.36,269300.9,284912.66,1952521.64,-1236355.20081,2015825.40279,934396.2,-23752.8,6259759.70697,5956428.20616,-2975758.20027,-33998486.65013,6121515.09049,3644289.091,40360577.01449,9082447.55536,-2122241.21958,-3933.9,21578.4,21578.4,-21578.4,0.0
252,Asia,Western Asia,2004,-12.420635,276663.581255605,1986.83183952,280459.77979032,282415.92099484,-5342.97247601,-253.0,442701.9038871,811220.2884443,-1184.0,442348.8640569,1276567.9333745,-815878.5131933,-18583.2,1919944.88,33313.32,-249390.8,315751.4,330481.52,2028236.8,-1536866.99964,1998739.7969895,1105099.08291,-25085.7006516,7149145.7842542,6715036.0675242,-3283103.70072,-36056656.103,6199535.26,4285804.99,42334240.628,9542164.93500001,-2096773.622,-3214.8,25952.4,25952.4,-25952.4,0.0
253,Asia,Western Asia,2005,-21.933135,268646.74199552,2167.21533952,271509.338666205,273599.810870725,-5033.658585565,-190.0023072,401876.6975032,828761.4758608,-2193.0,453825.796489,1274008.7293619,-871809.7339864,-23277.6,2029124.76,30574.08,-305782.94,314722.1,322018.58,2217631.6,-1712906.999595,2120016.6038142,1291665.726,-20536.20027,7802315.5441284,7363398.2690034,-3635699.4000072,-37722955.701,6455624.11600001,4481679.965,43936336.893,9540291.29700001,-2054160.04299999,-7698.6,29332.8,29332.8,-29332.8,0.0
254,Asia,Western Asia,2006,-24.9185,249427.42923579,2671.57468815,252837.376318645,255437.444006795,-5262.55381881,-73.5,499212.7555723,911887.5258458,-1358.0,549427.2734838,1461857.8178169,-942367.4286435,-24591.6,2168750.72,39183.84,-301625.5,324404.5,338996.74,2361550.48,-1979346.6008487,2873825.10324,1458075.4209,-29011.49901,8490309.7460454,7962551.3671767,-3888147.5994159,-38143295.165,6383685.326,4617390.816,44729459.066,9991462.00700001,-2099450.30599999,-15971.8,28512.0,28512.0,-28512.0,0.0
255,Asia,Western Asia,2007,-15.523,248677.684072765,2968.26549952,251347.72017078,254264.5761703,-5613.505217475,-122.5,543201.627498,968694.931837,-862.0,621106.9457156,1586195.6176496,-1027042.072687,-26652.852,2339795.48,36787.212,-332521.0,301998.0,312132.36,2589078.96,-2320026.3004743,3007341.013239,1691301.75804,-26120.69856,8731542.9367134,8100113.3549991,-4189860.0015138,-38039000.854,6706042.7965,4938454.4983,43843183.632,9339183.3463,-2258684.93300001,-2453.4,27572.4,27572.4,-27572.4,0.0
256,Asia,Western Asia,2008,-118.711435,239762.994898535,4249.426394085,242090.94943645,246270.993395535,-6507.498094905,-336.0,450961.0669215,887470.149529,-1652.0,699580.3583275,1592872.1156811,-1113631.4275974,-29141.028,2515967.26,37421.28,-373444.5,305813.0,314093.252,2759811.76,-3035667.5990478,3408422.3479359,2065953.06135,-31284.0,9957229.471197,8945048.4334992,-4614481.8005796,-39832265.32,7205088.542,5129335.813,46323574.538,10377108.349,-2451645.863,-2411.1,26578.8,26578.8,-26578.8,0.0
257,Asia,Western Asia,2009,-80.558285,231080.88968971,4065.682727525,235068.00991397,239066.836856495,-7981.61514634,-160.31,495953.357199,879505.340862,0.0,732733.009727,1615162.394212,-1108150.643645,-27128.952,2609806.74,47905.92,-400145.22,337164.2,357941.168,2839371.16,-3739485.7811916,3411809.0319366,2529077.85081,-44142.12,10246856.9410539,8993877.03067231,-4598484.2964351,-35976998.2,7631036.492,4783945.636,43168954.818,11017925.364,-2761682.82800001,-2157.3,26935.2,26935.2,-26935.2,0.0
258,Asia,Western Asia,2010,-137.15868,226287.44765701,4812.535385695,231735.09006758,236410.466773275,-9775.747125765,-625.79408,552427.76236,952344.90736,0.0,739439.881,1683949.22928,-1103202.853,-36242.496,2869072.16,55403.28,-402045.58,439942.9,459103.684,3015423.28,-4961069.1010593,3799813.3097733,2674687.50072,-41698.8,12199855.7676582,9872650.0766889,-4951406.9715012,-36693554.73,7995050.312,4942347.35,44596683.856,11786067.299,-2629865.554,-1908.5,26892.0,26892.0,-26892.0,0.0
259,Asia,Western Asia,2011,-157.46642,188162.60186678,5344.795385035,192876.611226331,198054.805191365,-9784.02555767,-1692.7876,508354.69373,998745.03873,0.0,746906.028,1775010.80813,-1237298.856,-44820.252,2987693.2,74780.028,-411773.32,451252.3,481212.076,3162418.88,-5855858.47782,4179586.2677964,2895281.5419,-33738.3,13619835.42147,10698299.58555,-5091432.8139117,-41043864.06,8086293.159,5437577.143,48984947.88,11650193.237,-3198934.767,-3906.13,27518.4,27518.4,-27518.4,0.0
260,Asia,Western Asia,2012,-221.014295,187537.11694656,7775.894225515,192574.08277048,200193.167700995,-12474.70966975,-4255.60584,583833.93931,1241317.94335,0.0,650714.619,1885950.29651,-1249557.903,-40502.34,3063627.54,84994.272,-424689.12,451515.8108,496007.7428,3289610.56,-5802637.8033693,4582510.1154,2916261.0825003,-33782.4,14135722.74,11215401.619131,-5440256.5131,-43243046.00804,8555188.2716,6095820.4819,51315564.772,12894575.69816,-3386481.41860001,-2039.83,25077.6,25077.6,-25077.6,0.0
261,Asia,Western Asia,2013,-306.9032,204405.79307326,19880.699963005,202415.135617405,221979.79738041,-17598.69004662,-3109.4256462,524990.412793581,1167407.64572358,0.0,664585.9754,1769710.50897738,-1197775.127,-34947.864,3201070.072,96831.6228,-424261.58,487031.2852,548915.044,3344800.3864,-6238226.193921,4524758.325,2920440.9380679,-34782.57,14595958.35,11287477.1141469,-6014321.955,-44034255.0702,8742535.7856128,6658595.9451089,51139682.1279957,12166328.0387953,-3173063.2876635,-19862.89,25488.0,25488.0,-25488.0,0.0
262,Asia,Western Asia,2014,-308.375685,186777.14509484,10772.17064735,195456.6188191,205911.30178145,-19117.339125285,-4618.2339957,533153.1717128,1204246.7189128,0.0,684844.582,1904014.3429171,-1319188.269,-40367.556,3365286.36,100265.94,-474657.1,452546.2064,512444.5904,3625130.9864,-5995499.67,4580888.3577207,3065244.4656,-41177.9016,15849904.8555,12919681.5201,-6325587.6993,-43675496.325,9013473.172,6632713.9483,50680697.281,11958949.2202,-3722449.40899999,-6299.35,26622.0,26622.0,-26622.0,0.0
263,Asia,Western Asia,2015,-99.19249,170785.03195744,7187.20696047,185875.30448993,193160.7239604,-22374.184002365,-6321.0961728,524201.577134419,1295513.73147442,0.0,542720.664,1823756.40030162,-1240696.171,-43499.88,3500111.64,102394.44,-476447.46,614357.842,673252.402,3689980.19,-5834509.6914,5388747.4206,2930119.8345,-47681.0109,16176395.0331,13270006.3833,-6588723.069,-45234116.8938924,9411526.5855,7271845.5719416,52898028.779,13222951.036195,-4200486.7434172,-8682.41,30110.4,30110.4,-30110.4,0.0
264,Asia,Western Asia,2016,-201.590765,162201.914899905,8294.71720704,182036.509726515,189911.250168555,-27702.465767965,-5278.6166604,555107.791080465,1308093.01506047,0.0,655553.7046048,1944311.71400487,-1339107.81,-46020.6,3561968.26,99649.8,-537870.62,695422.9516,749052.1516,3755565.8144,-5943129.66,5327858.4669,2958094.2519,-38114.9937,16450653.1266,13488345.3393,-6745816.7856,-48961464.1866306,9275281.9504176,7310369.97947022,56198411.252,13169337.2948553,-3606640.615941,-9239.57,25714.8,25714.8,-25714.8,0.0
265,Asia,Western Asia,2017,-487.35722,151845.730949565,9087.00854613,176564.400522795,185164.560148925,-33327.734970935,-6438.053795,564158.95374,1369723.093672,0.0,662907.272167,2007240.58976,-1395347.44187,-52270.9596,3647217.699,87080.238,-609234.9876,723927.3712,758736.6496,3919372.8298,-5893554.15,5192126.298,3447543.5019,-35700.0894,16324669.4994,13815478.3149,-7121372.3082,-47896776.9437025,9226572.25980269,7768355.75131685,54640016.843904,13054407.6924459,-3421953.55495109,-11124.23,28291.68,28291.68,-28291.68,0.0
266,Asia,Western Asia,2018,-377.13948,149135.83108848,10447.23797,178787.45521658,188918.65090658,-39795.84554,-5500.92613,465032.6161572,1328826.0731162,0.0,696767.877251,2026917.1309372,-1498771.645151,-52401.0132,3747907.3092,120174.8292,-567592.5036,816996.19152,884770.00752,3846861.8836004,-5768246.97,5366461.0032,3311202.348,-28740.9339,16586193.5991,14121707.3199,-7100352.4023,-49744301.796971,9442784.40882527,8224312.42631018,55167610.730554,12240100.1720822,-2943142.75140927,-12502.22,22421.6532,22421.6532,-22421.6532,0.0
267,Asia,Western Asia,2019,-86.57484,146512.09148,8825.187795,186644.761025,195233.50788,-48623.22811,-5432.55675304,465579.30429712,1332218.28069912,0.0,731587.48338104,2061288.09291112,-1533175.308543,-48251.7324,3808280.2358,94298.616,-572049.7646,1004548.4602,1050595.3438,3760738.4508,-5931510.9093,5705053.7958,3172426.3899,-32590.9854,17250117.8031,14489702.973,-7119331.1919,-48416840.5777141,9506846.14396,7337336.05714992,54002870.75916,11318540.0733249,-2340795.139147,-11623.3185,23736.24,23736.24,-23736.24,0.0
268,Europe,Eastern Europe,1990,-1921.93999695,896935.01000297,0.0,925220.82499958,922798.449998435,-22628.98300282,-1951626.2784364,8005107.3722016,998222.4315,-161828.5731236,23203763.9685008,22284050.2572044,-12737614.0404807,-225637.2,12094922.2,202471.2,-698667.6,935596.8,912430.8,19002239.2,-3360789.0,12956084.1,1607460.3,-522112.5,26065836.0,24150442.5,-8665648.2,-7279962.7,12558325.23675,4054460.147,24669488.834,19958752.985,-5398172.3479,-50049.7404,2989612.8,2989612.8,-2989612.8,0.0
269,Europe,Eastern Europe,1991,-709.129995435,888119.704999715,0.0,914530.31499943,913784.645003995,-27325.204998855,-1447486.9172164,6754815.16332,515979.422418,-134470.5486446,18819502.1061192,17886597.9847796,-10034392.8876685,-133372.8,11458605.0,120330.0,-664642.8,944656.4,931613.6,16819293.6,-3303923.4,13147650.0,1273635.0,-501632.1,25800347.7,23773455.0,-8240908.5,-4251701.5,11575304.8296,2038982.453,22302267.815,18708624.332,-5164874.05555,-35092.8133,2837494.8,2837494.8,-2837494.8,0.0
270,Europe,Eastern Europe,1992,-960.24335434,572708.200129815,81.31949932,802913.349738355,801050.530884895,-231850.315192125,-2154844.4002003,4395863.6573424,1958582.0388836,-433936.0292143,16034060.5525039,15817836.3154549,-10405788.5351716,-344170.8,14691421.0,315100.8,-1196461.2,720954.0,691884.0,17660101.8,-6617058.3,8869223.7,5008463.1,-325656.0,23358168.9,21715266.6,-11886092.1,-8369514.16,8943268.4467,5316219.022,17514829.712,13894536.602,-4037999.80985,-130414.2562,2631799.6,2631799.6,-2631799.6,0.0
271,Europe,Eastern Europe,1993,-1302.9855,700296.61506841,24.485,890094.150384065,889032.914511575,-197413.78501196,-1707804.2934731,4289662.721542,1548269.6565638,-368302.5037419,14642721.9294951,14551640.363816,-9732604.26147279,-333514.8,14910106.6,286704.0,-1172877.6,747036.0,700225.2,17137965.8,-5791162.5,9159148.8,4590920.7,-348408.0,22575168.0,21099782.7,-10984809.6,-7592990.596,7439269.9355,4576321.895,15613637.411,12430515.832,-3963108.82700001,-96668.4,2675122.8,2675122.8,-2675122.8,0.0
272,Europe,Eastern Europe,1994,-627.078,574410.955638715,88.35,747496.44534607,756621.45692146,-188879.43990515,-1796028.236018,3431736.2837083,1502875.8552217,-313064.0932565,13465848.4855364,13177262.2712201,-9104637.6767385,-306810.0,13461749.6,244256.4,-1113480.6,760086.0,697532.4,15491958.8,-6241126.5,8512972.2,4022547.3,-369780.3,22079994.3,19368862.2,-10302300.0,-7930075.448,6219520.18595,3952006.316,14118296.48,9811294.76800001,-2951819.85245,-89240.9,2409046.2,2409046.2,-2409046.2,0.0
